item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,pack,manufacturer,catg,subcatg,mrp,medicine_type_flag,count_cap,count_tab,count,mod_cosine
895175,nivea shower gel - waterlilly & oil 125 ml,,others,nivea shower,nivea shower gel waterlilly & oil 125,0,nivea,nivea,nivea,nivea,254923.0,nivea men oil control moisturiser 50ml,others,nivea,nivea men oil control moisturiser 50,nivea men oil control moisturiser 50ml ,0.33333333333333337,0.3651483716701107,0,nivea shower gel waterlilly & oil 125ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,360,0,,,3,0.33333333333333337
935260,nivea nourishing lotion body milk - deep moisture serum 400 ml,,others,nivea nourishing,nivea nourishing lotion body milk deep moisture serum 400,0,nivea,nivea,nivea,nivea,254894.0,nivea body milk nourishing body lotion 400ml,others,nivea,nivea body milk nourishing lotion 400,nivea body milk nourishing body lotion 400ml ,0.8164965809277261,0.8164965809277261,0,nivea nourishing lotion body milk deep moisture serum 400ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,360,0,,,1,0.8164965809277261
936092,himalaya adult diaper (m) 10's,,others,himalaya adult,himalaya adult diapers m 10s,0,himalaya,himalaya,himalaya,himalaya,210809.0,himalaya baby diaper 54 m,others,himalaya,himalaya baby diapers 54 m,himalaya baby diapers 54 m ,0.5999999999999999,0.5999999999999999,0,himalaya adult diapers m 10s ,2.0,,,,Galderma India Pvt Ltd,,,685,0,,,3,0.5999999999999999
936092,himalaya adult diaper (m) 10's,,others,himalaya adult,himalaya adult diapers m 10s,0,himalaya,himalaya,himalaya,himalaya,210811.0,himalaya baby diaper 9 m,others,himalaya,himalaya baby diapers 9 m,himalaya baby diapers 9 m ,0.5999999999999999,0.5999999999999999,0,himalaya adult diapers m 10s ,2.0,,,,Galderma India Pvt Ltd,,,685,0,,,3,0.5999999999999999
936092,himalaya adult diaper (m) 10's,,others,himalaya adult,himalaya adult diapers m 10s,0,himalaya,himalaya,himalaya,himalaya,210815.0,himalaya baby diaper 28 m,others,himalaya,himalaya baby diapers 28 m,himalaya baby diapers 28 m ,0.5999999999999999,0.5999999999999999,0,himalaya adult diapers m 10s ,2.0,,,,Galderma India Pvt Ltd,,,685,0,,,3,0.5999999999999999
936094,himalaya adult diaper (xl) 10's,,others,himalaya adult,himalaya adult diapers 10s,0,himalaya,himalaya,himalaya,himalaya,211022.0,himalaya picrolax capsule 10s,capsule,himalaya,himalaya picrolax 10s,himalaya picrolax capsule 10s ,0.5,0.5,0,himalaya adult diapers 10s ,2.0,,,,Galderma India Pvt Ltd,,,1175,1,,,3,0.5773502691896258
936094,himalaya adult diaper (xl) 10's,,others,himalaya adult,himalaya adult diapers 10s,0,himalaya,himalaya,himalaya,himalaya,364443.0,himalaya himcospaz capsule 10s,capsule,himalaya,himalaya himcospaz 10s,himalaya himcospaz capsule 10s ,0.5,0.5,0,himalaya adult diapers 10s ,2.0,,,,Galderma India Pvt Ltd,,,1175,1,,,3,0.5773502691896258
936094,himalaya adult diaper (xl) 10's,,others,himalaya adult,himalaya adult diapers 10s,0,himalaya,himalaya,himalaya,himalaya,380025.0,himalaya koflet lozenges 10s,others,himalaya,himalaya koflet lozenges 10s,himalaya koflet lozenges 10s ,0.5,0.5,0,himalaya adult diapers 10s ,2.0,,,,Galderma India Pvt Ltd,,,1175,0,,,3,0.5
14207,himalaya lip balm 10 gm,,others,himalaya lip balm,himalaya lip balm 10,0,himalaya lip,himalaya,himalaya,himalaya,210987.0,himalaya natural moisturizing lip butter balm 10gm,others,himalaya,himalaya natural moisturizing lip butter balm 10,himalaya natural moisturizing lip butter balm 10gm ,0.7559289460184544,0.7559289460184544,0,himalaya lip balm 10gm ,0.0,gm ,gm ,,Reckitt Benckiser India Pvt Ltd,,,82,0,,,2,0.7559289460184544
14207,himalaya lip balm 10 gm,,others,himalaya lip balm,himalaya lip balm 10,0,himalaya lip,himalaya,himalaya,himalaya,380610.0,himalaya lip balm 12s,others,himalaya,himalaya lip balm 12s,himalaya lip balm 12s ,0.75,0.7559289460184544,0,himalaya lip balm 10gm ,2.0,gm ,,,Reckitt Benckiser India Pvt Ltd,,,82,0,,,2,0.75
